;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
293;masculino;industria;fabrica de;campo valdes no. 1;2.0;4.0;2017-12-06;7300000.0;microempresarial
294;femenino;industria;variedades;aranjuez;3.0;4.0;2018-10-11;3000000.0;microempresarial
295;femenino;servicio;mantenimiento en;buenos aires;1.0;9.0;2017-11-16;7000000.0;microempresarial
296;masculino;comercio;variedades;robledo;2.0;7.0;2018-01-26;5000000.0;microempresarial
297;masculino;comercio;comidas rapidas;aranjuez;2.0;4.0;2018-05-10;1500000.0;microempresarial
298;femenino;industria;fabrica de repuestos;san benito;3.0;10.0;2018-05-28;5000000.0;microempresarial
299;femenino;servicio;peluqueria;aranjuez;3.0;4.0;2017-02-14;6000000.0;microempresarial
300;femenino;industria;variedades;aranjuez;3.0;4.0;2018-05-04;7800000.0;microempresarial
301;femenino;comercio;comidas rapidas;robledo;3.0;7.0;2018-02-22;5000000.0;microempresarial
302;femenino;industria;fabrica de;aranjuez;3.0;4.0;2018-04-10;3000000.0;microempresarial
303;masculino;comercio;fabrica de calzado;manila;3.0;14.0;2019-04-22;1500000.0;microempresarial
304;femenino;comercio;comidas rapidas;robledo;2.0;7.0;2017-12-06;7300000.0;microempresarial
305;masculino;industria;carpinteria;santa cruz;1.0;2.0;2016-08-11;4000000.0;microempresarial
306;masculino;comercio;fabrica de alimentos;popular;2.0;1.0;2018-11-07;7800000.0;microempresarial
307;femenino;industria;fabrica de;manrique central no. 1;3.0;4.0;2018-05-17;5000000.0;microempresarial
308;femenino;industria;fabrica de;lopez de mesa;3.0;7.0;2017-09-20;5000000.0;microempresarial
309;femenino;comercio;variedades;pedregal;3.0;6.0;2017-10-25;7377000.0;microempresarial
310;femenino;industria;fabrica de;popular;2.0;1.0;2016-08-31;6000000.0;microempresarial
311;femenino;industria;fabrica de;robledo;1.0;7.0;2019-02-21;7000000.0;microempresarial
312;femenino;industria;fabrica de;manrique central no. 2;2.0;3.0;2017-08-10;3000000.0;microempresarial
313;femenino;comercio;variedades;enciso;2.0;8.0;2017-10-26;1000000.0;microempresarial
314;masculino;comercio;variedades;campo valdes no. 1;3.0;4.0;2018-07-16;7800000.0;microempresarial
315;femenino;servicio;comidas rapidas;buenos aires;3.0;9.0;2016-07-12;6000000.0;microempresarial
316;femenino;comercio;comidas rapidas;la palma;2.0;16.0;2018-06-22;7000000.0;microempresarial
317;femenino;industria;fabrica de helados;olaya herrera;1.0;7.0;2018-06-14;4500000.0;microempresarial
318;femenino;agropecuaria;criadero de animales;cabecera san antonio;2.0;;2017-10-09;14000000.0;agropecuaria
319;femenino;servicio;peluqueria;belen;3.0;16.0;2016-11-03;6890000.0;microempresarial
320;femenino;industria;fabrica de;buenos aires;3.0;9.0;2018-05-09;6000000.0;microempresarial
321;femenino;industria;fabrica de;belen;1.0;16.0;2018-07-09;5000000.0;microempresarial
322;femenino;comercio;miscelanea;campo valdes no. 1;2.0;4.0;2019-05-29;6000000.0;microempresarial
323;femenino;comercio;cafeteria;pablo vi;2.0;2.0;2017-09-06;7000000.0;microempresarial
324;masculino;industria;carpinteria;san martin de porres;2.0;6.0;2016-06-15;6890000.0;microempresarial
327;femenino;servicio;comidas rapidas;la cruz;1.0;3.0;2018-02-16;7000000.0;microempresarial
328;femenino;servicio;peluqueria;robledo;3.0;7.0;2016-07-15;6890000.0;microempresarial
329;femenino;comercio;venta de calzado;picachito;1.0;6.0;2018-05-09;4000000.0;microempresarial
330;femenino;comercio;tienda;la pradera;2.0;13.0;2017-09-13;4400000.0;credioportuno
331;masculino;comercio;variedades;playon de los;1.0;2.0;2018-02-09;7000000.0;microempresarial
332;masculino;comercio;billares;cabecera san cristobal;2.0;;2016-09-22;6890000.0;microempresarial
333;femenino;comercio;fabrica de alimentos;villa del socorro;2.0;2.0;2018-09-14;4000000.0;microempresarial
334;masculino;comercio;licorera;robledo;2.0;7.0;2017-03-29;7377000.0;microempresarial
335;femenino;comercio;cafeteria;cabecera san antonio;3.0;;2019-01-31;7000000.0;microempresarial
336;femenino;servicio;comidas rapidas;doce de octubre no.1;2.0;6.0;2018-02-09;6000000.0;microempresarial
337;femenino;comercio;variedades;san javier no.1;1.0;13.0;2016-11-19;6800000.0;microempresarial
338;masculino;servicio;fabrica de;robledo;2.0;7.0;2016-08-09;6890000.0;microempresarial
339;femenino;servicio;peluqueria;cabecera san cristobal;2.0;;2017-08-18;4000000.0;microempresarial
340;femenino;servicio;peluqueria;aranjuez;2.0;4.0;2018-07-25;3500000.0;microempresarial
341;femenino;comercio;tienda;la libertad;2.0;8.0;2016-06-27;4000000.0;microempresarial
342;femenino;comercio;licorera;buenos aires;1.0;9.0;2018-04-23;3000000.0;microempresarial
343;femenino;comercio;tienda;manrique central no. 2;2.0;3.0;2018-01-30;4000000.0;microempresarial
344;femenino;servicio;miscelanea;campo valdes no. 1;3.0;4.0;2016-07-06;6000000.0;microempresarial
345;masculino;industria;fabrica de productos;robledo;1.0;7.0;2016-10-26;4000000.0;microempresarial
346;femenino;comercio;panaderia;tejelo;3.0;5.0;2018-02-20;7800000.0;microempresarial
347;femenino;comercio;variedades;doce de octubre no.1;2.0;6.0;2019-01-25;2000000.0;microempresarial
348;femenino;comercio;papeleria;campo valdes no. 1;3.0;4.0;2018-04-05;7800000.0;microempresarial
349;masculino;comercio;tienda;enciso;2.0;8.0;2016-02-16;6000000.0;microempresarial
350;masculino;industria;fabrica de;enciso;3.0;8.0;2017-06-06;5000000.0;microempresarial
351;femenino;industria;fabrica de;boston;3.0;10.0;2017-04-19;20000000.0;microempresarial
352;femenino;comercio;tienda;villa niza;2.0;2.0;2018-04-25;7000000.0;microempresarial
353;femenino;comercio;variedades;robledo;2.0;7.0;2017-07-18;7377000.0;microempresarial
354;femenino;comercio;variedades;guayabal;3.0;15.0;2017-02-03;6890000.0;microempresarial
355;femenino;comercio;tienda;cabecera san cristobal;1.0;;2018-02-05;4000000.0;microempresarial
356;masculino;comercio;tienda;el salvador;2.0;9.0;2017-06-05;7000000.0;microempresarial
357;femenino;industria;fabrica de;manrique central no. 2;3.0;3.0;2017-05-19;6000000.0;microempresarial
358;femenino;comercio;variedades;aranjuez;2.0;4.0;2017-05-09;4000000.0;microempresarial
359;femenino;comercio;variedades;llanaditas;2.0;8.0;2018-02-06;6000000.0;microempresarial
360;femenino;comercio;restaurante;playon de los;2.0;2.0;2017-02-06;3000000.0;microempresarial
361;masculino;comercio;fabrica de helados;manrique central no. 1;3.0;4.0;2018-12-13;6500000.0;microempresarial
362;masculino;comercio;distribuidora de;cabecera san cristobal;1.0;;2018-02-28;7800000.0;microempresarial
363;masculino;servicio;taller de mecanica;toscana;3.0;5.0;2016-10-26;6890000.0;microempresarial
364;femenino;comercio;variedades;campo valdes no. 1;2.0;4.0;2018-05-24;7800000.0;microempresarial
365;femenino;comercio;variedades;guayabal;3.0;15.0;2018-03-07;7000000.0;microempresarial
366;femenino;comercio;variedades;santo domingo savio;1.0;1.0;2018-06-22;7800000.0;microempresarial
367;femenino;industria;fabrica de;calasanz;3.0;12.0;2016-12-16;6890000.0;microempresarial
368;femenino;servicio;peluqueria;castilla;2.0;5.0;2017-07-04;2000000.0;microempresarial
369;femenino;servicio;fabrica de;villatina;1.0;8.0;2016-07-15;3000000.0;microempresarial
370;femenino;comercio;comidas rapidas;enciso;2.0;8.0;2018-03-07;3000000.0;microempresarial
371;masculino;comercio;variedades;alfonso lopez;3.0;5.0;2017-05-23;7000000.0;microempresarial
372;femenino;comercio;tienda;granizal;2.0;1.0;2017-09-26;7300000.0;microempresarial
373;masculino;comercio;tienda;moravia;1.0;4.0;2018-02-26;650000.0;microempresarial
374;femenino;servicio;comidas rapidas;moravia;1.0;4.0;2016-11-19;1000000.0;microempresarial
375;femenino;comercio;tienda;san javier no.2;2.0;13.0;2019-02-21;8200000.0;microempresarial
376;femenino;servicio;peluqueria;buenos aires;2.0;9.0;2017-03-21;5000000.0;microempresarial
377;femenino;comercio;variedades;el progreso no.2;1.0;6.0;2017-09-26;5000000.0;microempresarial
378;masculino;industria;marroquineria;san javier no.1;3.0;13.0;2016-02-25;1800000.0;microempresarial
379;masculino;industria;fabrica de;robledo;3.0;7.0;2017-10-19;2000000.0;microempresarial
380;femenino;servicio;fabrica de ceramica;doce de octubre no.1;2.0;6.0;2016-08-17;6000000.0;microempresarial
381;femenino;comercio;fabrica de;popular;2.0;1.0;2017-01-17;7300000.0;microempresarial
382;femenino;comercio;variedades;cabecera san antonio;2.0;;2018-08-14;7800000.0;microempresarial
383;femenino;industria;fabrica de velas;aranjuez;3.0;4.0;2016-05-20;1500000.0;microempresarial
384;masculino;industria;fabrica de;manrique central no. 1;2.0;4.0;2017-10-12;6000000.0;microempresarial
385;femenino;industria;fabrica de;castilla;2.0;5.0;2016-05-17;5000000.0;microempresarial
386;masculino;comercio;granero;santa cruz;1.0;2.0;2017-05-22;7377000.0;microempresarial
387;femenino;industria;fabrica de;la francia;2.0;2.0;2018-07-04;7800000.0;microempresarial
388;masculino;comercio;variedades;cabecera san antonio;3.0;;2017-07-27;4000000.0;microempresarial
389;masculino;comercio;fabrica de;manrique oriental;3.0;3.0;2018-04-18;7800000.0;microempresarial
390;femenino;comercio;almacen de ropa en;buenos aires;3.0;9.0;2017-11-17;7377000.0;microempresarial
391;femenino;comercio;variedades;boston;3.0;10.0;2017-02-01;7370000.0;microempresarial
392;masculino;comercio;tienda;trinidad;3.0;15.0;2017-11-03;4000000.0;microempresarial
393;femenino;comercio;tienda;enciso;1.0;8.0;2016-04-26;6500000.0;microempresarial
394;femenino;comercio;tienda naturista;santo domingo savio;1.0;1.0;2018-11-06;7000000.0;microempresarial
395;femenino;comercio;comidas rapidas;doce de octubre no.1;1.0;6.0;2017-10-27;7370000.0;microempresarial
396;femenino;comercio;tienda;villa hermosa;3.0;8.0;2018-08-21;4000000.0;microempresarial
397;femenino;servicio;peluqueria;guayabal;3.0;15.0;2017-07-28;7000000.0;microempresarial
398;masculino;servicio;barberia;miranda;2.0;4.0;2018-10-18;7000000.0;microempresarial
399;femenino;comercio;variedades;cabecera san antonio;2.0;;2018-06-05;7800000.0;microempresarial
400;femenino;comercio;almacen de ropa en;castilla;2.0;5.0;2016-10-11;3500000.0;microempresarial
401;masculino;industria;fabrica de;la floresta;3.0;12.0;2016-04-21;6890000.0;microempresarial
402;masculino;servicio;panaderia;cabecera san cristobal;2.0;;2017-07-07;7300000.0;microempresarial
403;femenino;comercio;comidas rapidas;san pablo;2.0;1.0;2018-03-05;7800000.0;microempresarial
404;masculino;industria;fabrica de;san javier no.1;3.0;13.0;2019-05-20;6000000.0;microempresarial
405;femenino;comercio;miscelanea;robledo;3.0;7.0;2017-09-05;7300000.0;microempresarial
406;femenino;comercio;fabrica de alimentos;castilla;2.0;5.0;2018-04-03;3000000.0;microempresarial
407;femenino;industria;fabrica de;san javier no.1;1.0;13.0;2018-09-24;6000000.0;microempresarial
408;femenino;comercio;variedades;granizal;2.0;1.0;2018-06-06;7800000.0;microempresarial
409;femenino;servicio;comidas rapidas;castilla;3.0;5.0;2016-05-05;6890000.0;microempresarial
410;masculino;industria;fabrica de;la francia;2.0;2.0;2018-11-20;7800000.0;microempresarial
411;femenino;servicio;peluqueria;san javier no.1;1.0;13.0;2017-06-15;7370000.0;microempresarial
412;masculino;servicio;mantenimiento en;castilla;3.0;5.0;2017-02-01;7200000.0;microempresarial
413;femenino;industria;fabrica de;andalucia;2.0;2.0;2018-07-11;1500000.0;microempresarial
414;femenino;comercio;cafeteria;belen;2.0;16.0;2016-10-20;4130000.0;microempresarial
415;masculino;agropecuaria;sembrados;cabecera san cristobal;2.0;;2017-10-20;7300000.0;microempresarial
416;femenino;comercio;tienda de helados;aranjuez;2.0;4.0;2019-05-06;6000000.0;microempresarial
417;femenino;comercio;peluqueria;manrique central no. 2;2.0;3.0;2018-03-01;3000000.0;microempresarial
418;masculino;industria;ebanistaria;aranjuez;1.0;4.0;2017-10-20;7370000.0;microempresarial
419;femenino;comercio;tienda;buenos aires;2.0;9.0;2019-03-05;6000000.0;microempresarial
420;femenino;comercio;almacen de ropa en;la francia;2.0;2.0;2017-12-12;6500000.0;microempresarial
421;masculino;comercio;variedades;san javier no.1;3.0;13.0;2018-02-21;7377000.0;microempresarial
422;femenino;servicio;peluqueria;olaya herrera;1.0;7.0;2017-02-24;7000000.0;microempresarial
423;femenino;comercio;variedades;robledo;2.0;7.0;2018-06-15;2000000.0;microempresarial
424;femenino;industria;fabrica de;cabecera san cristobal;2.0;;2018-07-25;2000000.0;microempresarial
425;femenino;servicio;cafe e internet;moravia;1.0;4.0;2018-04-12;2500000.0;microempresarial
426;masculino;servicio;barberia;robledo;3.0;7.0;2018-09-14;5500000.0;microempresarial
427;masculino;comercio;restaurante;san javier no.1;2.0;13.0;2018-09-21;7800000.0;microempresarial
429;masculino;comercio;variedades;barrio caicedo;3.0;9.0;2016-05-05;5000000.0;microempresarial
430;femenino;comercio;fabrica de calzado;villa niza;1.0;2.0;2018-02-13;4000000.0;microempresarial
431;femenino;industria;fabrica de;moravia;2.0;4.0;2018-05-24;5000000.0;microempresarial
432;femenino;comercio;tienda;santa cruz;1.0;2.0;2018-06-22;7500000.0;microempresarial
433;femenino;comercio;comidas rapidas;pedregal;3.0;6.0;2018-04-11;7000000.0;microempresarial
434;femenino;comercio;variedades;moravia;1.0;4.0;2016-03-16;6000000.0;microempresarial
435;masculino;comercio;tienda;13 de noviembre;1.0;8.0;2017-01-20;6000000.0;microempresarial
436;masculino;servicio;cafe e internet;robledo;2.0;7.0;2018-07-09;6000000.0;microempresarial
437;femenino;industria;fabrica de;boyaca;3.0;5.0;2017-07-05;7377000.0;microempresarial
438;femenino;comercio;distribuidora de;belen;1.0;16.0;2019-04-24;7000000.0;microempresarial
439;masculino;servicio;lavanderia;san javier no.2;1.0;13.0;2016-03-28;6000000.0;microempresarial
440;femenino;comercio;lavanderia;castilla;3.0;5.0;2018-07-05;7800000.0;microempresarial
441;femenino;servicio;fabrica de juegos;granizal;2.0;1.0;2018-03-08;2000000.0;microempresarial
442;masculino;servicio;recreativo educativo;belen;3.0;16.0;2016-09-16;6890000.0;microempresarial
443;masculino;comercio;distribuidora de;manrique central no. 1;3.0;4.0;2018-04-24;5000000.0;microempresarial
444;femenino;industria;fabrica de calzado;santo domingo savio;1.0;1.0;2017-05-19;7300000.0;microempresarial
445;femenino;comercio;ferreteria;13 de noviembre;1.0;8.0;2017-03-01;7377000.0;microempresarial
446;masculino;comercio;tienda;tejelo;3.0;5.0;2018-09-12;5000000.0;microempresarial
447;femenino;comercio;papeleria;villa guadalupe;2.0;1.0;2016-11-30;6890000.0;microempresarial
448;femenino;comercio;variedades;boston;3.0;10.0;2018-09-05;7800000.0;microempresarial
449;femenino;industria;fabrica de;robledo;1.0;7.0;2019-01-22;7800000.0;microempresarial
450;femenino;servicio;organización y;cabecera san cristobal;2.0;;2016-05-11;5000000.0;microempresarial
451;femenino;comercio;variedades;santo domingo savio;1.0;1.0;2017-10-23;4000000.0;microempresarial
452;masculino;comercio;tienda;belen;2.0;16.0;2017-10-12;7200000.0;microempresarial
454;masculino;comercio;restaurante;enciso;1.0;8.0;2016-10-19;4000000.0;microempresarial
455;femenino;comercio;variedades;calasanz;2.0;12.0;2017-07-27;5000000.0;microempresarial
456;femenino;comercio;fabrica de calzado;pedregal;3.0;6.0;2018-10-03;3500000.0;microempresarial
457;femenino;industria;fabrica de;playon de los;1.0;2.0;2019-05-06;3750000.0;microempresarial
458;masculino;comercio;tienda;san javier no.1;2.0;13.0;2017-07-28;6000000.0;microempresarial
459;femenino;industria;fabrica de;buenos aires;2.0;9.0;2018-09-20;7800000.0;microempresarial
460;femenino;industria;fabrica de;robledo;2.0;7.0;2017-02-22;7000000.0;microempresarial
461;femenino;servicio;productos de belleza;cordoba;3.0;7.0;2017-10-31;23510000.0;empresarial ed.
462;femenino;industria;fabrica de;20 de julio;2.0;13.0;2016-09-07;3000000.0;microempresarial
463;masculino;industria;fabrica de;campo valdes no. 1;2.0;4.0;2018-05-04;1800000.0;microempresarial
464;masculino;comercio;distribuidora de;villa del socorro;2.0;2.0;2018-12-17;1500000.0;microempresarial
465;femenino;servicio;peluqueria;campo valdes no. 1;2.0;4.0;2017-09-06;7000000.0;microempresarial
466;femenino;comercio;peluqueria;robledo;1.0;7.0;2018-05-30;7000000.0;microempresarial
467;femenino;industria;fabrica de;robledo;2.0;7.0;2016-10-25;5000000.0;microempresarial
468;femenino;comercio;papeleria;san javier no.1;1.0;13.0;2018-02-15;6000000.0;microempresarial
469;femenino;comercio;tienda;manrique central no. 1;3.0;4.0;2017-06-28;7377000.0;microempresarial
470;femenino;comercio;almacen de ropa en;santo domingo savio;2.0;1.0;2018-03-08;3000000.0;microempresarial
471;femenino;comercio;comidas rapidas;trinidad;3.0;15.0;2017-11-22;3000000.0;microempresarial
472;masculino;comercio;ferreteria;cabecera san cristobal;2.0;;2016-08-11;3000000.0;microempresarial
473;femenino;comercio;restaurante;manrique central no. 1;2.0;4.0;2019-04-29;3000000.0;microempresarial
475;femenino;comercio;almacen de ropa en;belen;3.0;16.0;2018-07-25;5000000.0;microempresarial
476;femenino;servicio;variedades;la america;2.0;12.0;2017-07-11;5000000.0;microempresarial
477;masculino;industria;fabrica de;castilla;2.0;5.0;2018-08-01;7800000.0;microempresarial
478;masculino;servicio;variedades;girardot;3.0;5.0;2017-07-07;6000000.0;microempresarial
479;masculino;servicio;taller de mecanica;robledo;3.0;7.0;2017-06-08;20000000.0;empresarial ed.
480;masculino;comercio;variedades;buenos aires;2.0;9.0;2017-08-08;5000000.0;microempresarial
481;femenino;servicio;comidas rapidas;villa guadalupe;2.0;1.0;2016-05-20;6890000.0;microempresarial
482;femenino;servicio;peluqueria;belen;2.0;16.0;2017-07-12;7000000.0;microempresarial
483;masculino;servicio;recreativo educativo;aranjuez;3.0;4.0;2017-05-17;7377000.0;microempresarial
484;femenino;industria;fabrica de;popular;2.0;1.0;2018-04-17;7800000.0;microempresarial
485;masculino;servicio;comidas rapidas;doce de octubre no.1;2.0;6.0;2017-07-18;7370000.0;microempresarial
486;femenino;comercio;miscelanea;cabecera san antonio;3.0;;2016-02-17;5000000.0;microempresarial
487;femenino;industria;fabrica de;doce de octubre no.1;2.0;;2019-06-04;7000000.0;microempresarial
488;masculino;industria;variedades;el salvador;3.0;9.0;2018-05-25;7000000.0;microempresarial
489;masculino;comercio;almacen de ropa en;juan xxiii la quiebra;2.0;13.0;2019-02-04;8200000.0;microempresarial
